Ñâå Çä×Ñêâ,ÇÓå Çä×Ñêâ ÙÑÈê,ÇÊÌÇç Çä×Ñêâ ÙÑÈê,ÇÊÌÇç Çä×Ñêâ ÇæÌäêÒê,ÇäÊÕæêá ÇäçæÏÓê ää×Ñêâ ÙÑÈê,ÇäÊÕæêá ÇäçæÏÓê ää×Ñêâ ÇæÌäêÒê,åäãêÉ Çä×Ñêâ ÙÑÈê,åäãêÉ Çä×Ñêâ ÇæÌäêÒê,ÇäÊÕæêá ÇäèØêáê ää×Ñêâ ÙÑÈê,ÇäÊÕæêá ÇäèØêáê ää×Ñêâ ÇæÌäêÒê,ÍÇäÉ Çä×Ñêâ ÙÑÈê,ÍÇäÉ Çä×Ñêâ ÇæÌäêÒê,Çä×èä ÇäçæÏÓê Çä×Ñêâ,Çäåæ×âÉ
3814, 999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.493045038,ÇäÈÇÍÉ
3777,-999,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.373681837,ÇäÈÇÍÉ
3778,-999,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.43194174,ÇäÈÇÍÉ
3778,-999,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.549737624,ÇäÈÇÍÉ
3778,-999,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.165401069,ÇäÈÇÍÉ
3778,-999,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,12.82509099,ÇäÈÇÍÉ
4030,×Ñêâ ÇÖå,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.300027084,åãÉ ÇäåãÑåÉ
1612,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.580118966,ÌÇÒÇæ
1612,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,14.60077233,ÌÇÒÇæ
85,×Ñêá -  ÇäÍåÇÏ,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,14.77687417,ÇäÌèá
10,ÇäÎåêÓ - ÇäÑêÇÖ,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.360635404,ÙÓêÑ
10,ÇäÎåêÓ - ÇäÑêÇÖ,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.004142093,ÙÓêÑ
91487,ÈäÏêÉ ÇäÓçê,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ ÇäÔÄèæ ÇäÈäÏêÉ Åäé èÒÇÑÉ Çäæâä,MOMRA TO MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,3.003972194,ÌÇÒÇæ
91488,ÇäÙÈÏÇäêÉ / ÇäÏèÌ,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ ÇäÔÄèæ ÇäÈäÏêÉ Åäé èÒÇÑÉ Çäæâä,MOMRA TO MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,6.032637941,ÌÇÒÇæ
91490,ÈäÏêÉ ÇäåèÓå,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ ÇäÔÄèæ ÇäÈäÏêÉ Åäé èÒÇÑÉ Çäæâä,MOMRA TO MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,9.479089647,ÌÇÒÇæ
91492,ÈäÏêÉ ÇäåèÓå,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ ÇäÔÄèæ ÇäÈäÏêÉ Åäé èÒÇÑÉ Çäæâä,MOMRA TO MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.94847539,ÌÇÒÇæ
91492,ÈäÏêÉ ÇäåèÓå,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ ÇäÔÄèæ ÇäÈäÏêÉ Åäé èÒÇÑÉ Çäæâä,MOMRA TO MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.281053654,ÌÇÒÇæ
91487,ÈäÏêÉ ÇäÓçê,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ ÇäÔÄèæ ÇäÈäÏêÉ Åäé èÒÇÑÉ Çäæâä,MOMRA TO MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,3.003972194,ÌÇÒÇæ
91488,ÇäÙÈÏÇäêÉ / ÇäÏèÌ,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ ÇäÔÄèæ ÇäÈäÏêÉ Åäé èÒÇÑÉ Çäæâä,MOMRA TO MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,6.032637941,ÌÇÒÇæ
91490,ÈäÏêÉ ÇäåèÓå,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ ÇäÔÄèæ ÇäÈäÏêÉ Åäé èÒÇÑÉ Çäæâä,MOMRA TO MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,9.479089647,ÌÇÒÇæ
91492,ÈäÏêÉ ÇäåèÓå,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ ÇäÔÄèæ ÇäÈäÏêÉ Åäé èÒÇÑÉ Çäæâä,MOMRA TO MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.94847539,ÌÇÒÇæ
91492,ÈäÏêÉ ÇäåèÓå,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ ÇäÔÄèæ ÇäÈäÏêÉ Åäé èÒÇÑÉ Çäæâä,MOMRA TO MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.281053654,ÌÇÒÇæ
535,×Ñêâ ÇäÑêÇÖ - ÕäÈèÎ,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.235820996,ÇäÑêÇÖ
1801,×Ñêâ ÇäÍÔÑ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.890497663,ÌÇÒÇæ
1802,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÊæáêĞ,Under Construction,3.012337567,ÌÇÒÇæ
1670,×Ñêâ ÕÈêÇ - ÇäÙêÏÇÈé - ÇäÏÇêÑ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.120443557,ÌÇÒÇæ
1111,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ ÇäÔÄèæ ÇäÈäÏêÉ Åäé èÒÇÑÉ Çäæâä,MOMRA TO MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.203236417,ÇäÈÇÍÉ
9581,×Ñêâ ÙÏáÇÁ / æÙêÌÇæ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,9.57003102,ÇäÌèá
85,×Ñêá -  ÇäÍåÇÏ,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.00604431,ÇäÌèá
6708,×Ñêâ ÔêÈÉ ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,5.020531978,ÇäÔÑâêÉ
6713,×Ñêâ ÇäÙÌÇÆÈ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,20.72025772,ÇäÔÑâêÉ
7085,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.816243822,ÇäÔÑâêÉ
3740,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.459136271,ÇäÈÇÍÉ
3754,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÊæáêĞ,Under Construction,3.995469795,ÇäÈÇÍÉ
3754,-999,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.05290214,ÇäÈÇÍÉ
3778,-999,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÊæáêĞ,Under Construction,3.205328715,ÇäÈÇÍÉ
3754,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÊæáêĞ,Under Construction,0.826312745,ÇäÈÇÍÉ
3632,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ ÇäÔÄèæ ÇäÈäÏêÉ Åäé èÒÇÑÉ Çäæâä,MOMRA TO MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.075381306,ÇäÈÇÍÉ
90854, 999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ ÇäÔÄèæ ÇäÈäÏêÉ Åäé èÒÇÑÉ Çäæâä,MOMRA TO MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,3.180687601,åãÉ ÇäåãÑåÉ
3994,×Ñêâ åÓÙÏÉ ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.333914303,ÇäÈÇÍÉ
3995,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,11.90370928,ÇäÈÇÍÉ
3760,-999,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.311073631,ÇäÈÇÍÉ
91826,ÍÌÑÉ 33,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.126931343,åãÉ ÇäåãÑåÉ
91827,ÍÌÑÉ 34,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.047042771,åãÉ ÇäåãÑåÉ
91828,ÍÌÑÉ 35,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.140637926,åãÉ ÇäåãÑåÉ
91830,ÍÌÑÉ 40,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.175498144,åãÉ ÇäåãÑåÉ
91831,ÍÌÑÉ 41,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.862553908,åãÉ ÇäåãÑåÉ
91832,ÍÌÑÉ 44,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.405623368,åãÉ ÇäåãÑåÉ
91833,ÍÌÑÉ 36,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.133662562,åãÉ ÇäåãÑåÉ
91834,ÍÌÑÉ 39,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.839246569,åãÉ ÇäåãÑåÉ
91835,ÇäÚÏêÑêæ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,20.99654024,åãÉ ÇäåãÑåÉ
91836,ÓÏ èÇÏé ÙÑÖÉ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.335150231,åãÉ ÇäåãÑåÉ
91837,ÍÌÑÉ 42,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.151558595,åãÉ ÇäåãÑåÉ
91838,ÍÌÑÉ 43,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.07711889,åãÉ ÇäåãÑåÉ
91839,ÍÌÑÉ 38,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.083914033,åãÉ ÇäåãÑåÉ
6708,×Ñêâ ÔêÈÉ ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.143387821,ÇäÔÑâêÉ
30,ÇäÑêÇÖ / ÇäÑêæ / ÈêÔÉ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,3.143059467,ÇäÑêÇÖ
10,ÇäÎÑÌ  -   ÍÑÖ,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.073921599,ÇäÔÑâêÉ
177,-999,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.07622409,æÌÑÇæ
50,Øäå / ÇäÏèÇÏåê,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.040961258,åãÉ ÇäåãÑåÉ
60,Çå ÓÏÑÉ  - ÇäÒäáê,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.068965486,ÇäÑêÇÖ
5200,ÖÑêÉ - Ùáêá,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.12700296,ÇäÑêÇÖ
5,ÌÇÒÇæ -  ÇäÕèÇäÍÉ,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,17.21770466,ÙÓêÑ
5,ÌÇÒÇæ -  ÇäÕèÇäÍÉ,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÊæáêĞ,Under Construction,7.002747504,ÙÓêÑ
4448,×Ñêâ Çäåäã áçÏ 68,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.309172409,åãÉ ÇäåãÑåÉ
4448,×Ñêâ Çäåäã áçÏ 68,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.291382814,åãÉ ÇäåãÑåÉ
4949,×Ñêâ Ñâå 88,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.777816073,åãÉ ÇäåãÑåÉ
4050,ãèÈÑê ÈÑêåÇæ ÔÑâ,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.513188805,åãÉ ÇäåãÑåÉ
6466,ÇäåÏÎä ÇäÌæèÈê ääå×ÇÑ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.486875036,ÇäÔÑâêÉ
7063,×Ñêâ ÇäåÍÏÇÑ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.079406115,ÇäÔÑâêÉ
7100,×Ñêâ ÇäÙêèæ,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.711431677,ÇäÔÑâêÉ
4377,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÊæáêĞ,Under Construction,0.896087634,ÇäåÏêæÉ ÇäåæèÑÉ
6713,×Ñêâ ÇäÙÌÇÆÈ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÊæáêĞ,Under Construction,10.37631114,ÇäÔÑâêÉ
4949,×Ñêâ Ñâå 88,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.57572775,åãÉ ÇäåãÑåÉ
615,-999,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.514683165,ÇäÔÑâêÉ
6448,Çäçáèá - ÇäÙâêÑ,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.834299972,ÇäÔÑâêÉ
615,-999,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.527463249,ÇäÔÑâêÉ
10,ÇäÎÑÌ  -   ÍÑÖ,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.603144504,ÇäÔÑâêÉ
75,Çäçáèá  -   ÇäæÙêÑêÉ,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.034457472,ÇäÔÑâêÉ
6410,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.283039972,ÇäÔÑâêÉ
6630,×Ñêâ Ù×êÉ \ ÇäÏåÇÚêÉ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,10.65678412,ÇäÔÑâêÉ
6882,×Ñêâ ÈêÏêæ \ ÇäÑÇÔÏêÉ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.574062356,ÇäÔÑâêÉ
6454,åÊáÑÙ åæ ×Ñêâ ÇÑÇåãè,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.329023884,ÇäÔÑâêÉ
6454,ÔÌÙÉ,ÑÆêÓê,Main,ÚêÑ åÊèáÑ,Double,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.271694026,ÇäÔÑâêÉ
2386,Çä×Ñêâ ÇäĞê êÑÈ× Èêæ Óçèä èÈÇÏêÉ ÑÌÇä ÇäÍÌÑ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,9.563270001,ÙÓêÑ
65,ÍÇÆä / ÇäÌèá ÇäÓÑêÙ,ÑÆêÓê,Main,ÓÑêÙ,Highway,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.811688633,ÇäÌèá
30,ÇäÑêÇÖ / ÇäÑêæ / ÈêÔÉ,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÊæáêĞ,Under Construction,49.34878084,ÇäÑêÇÖ
30,ÇäÑêÇÖ / ÇäÑêæ / ÈêÔÉ,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÊæáêĞ,Under Construction,17.4200296,ÇäÑêÇÖ
30,ÇäÑêÇÖ / ÇäÑêæ / ÈêÔÉ,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,3.827959718,ÇäÑêÇÖ
8502,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,10.12039228,ÇäåÏêæÉ ÇäåæèÑÉ
7624,×Ñêâ ÈÏêÏÉ / ÍÏêÌÉ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,3.614685303,ÇäÑêÇÖ
6006,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,5.775446709,ÇäÑêÇÖ
50,ÇäÃÑ×ÇèêÉ - ÍáÑ ÇäÈÇ×æ,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.504653931,ÇäÑêÇÖ
5909,ÇäÚÇ× - Çå ÇäÍÒå - ÑèÖÉ ÇäÍÓè,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.090444527,ÇäâÕêå
111,-999,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÊæáêĞ,Under Construction,4.360310513,ÇäÑêÇÖ
111,-999,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,ËÇæèê,Arterial,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,9.951370977,ÇäÑêÇÖ
9635,×Ñêâ ÇäÑÇÈ× äåÕæÙ ÇäáèÓáÇÊ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,15.60602206,ÇäÍÏèÏ ÇäÔåÇäêÉ
9635,,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.914944499,ÇäÍÏèÏ ÇäÔåÇäêÉ
85,,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.531668909,ÇäÍÏèÏ ÇäÔåÇäêÉ
9635,,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.520551836,ÇäÍÏèÏ ÇäÔåÇäêÉ
85,,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Single,èÒÇÑÉ Çäæâä,MOT,ÑÆêÓê,Main Road,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.946673,ÇäÍÏèÏ ÇäÔåÇäêÉ
